,path,label
67,PBC_dataset_normal_DIB/neutrophil/BNE_289210.jpg,NGS
68,PBC_dataset_normal_DIB/eosinophil/EO_819208.jpg,EOS
69,PBC_dataset_normal_DIB/eosinophil/EO_79285.jpg,EOS
70,PBC_dataset_normal_DIB/neutrophil/BNE_689617.jpg,NGS
71,PBC_dataset_normal_DIB/neutrophil/SNE_36496.jpg,NGS
72,PBC_dataset_normal_DIB/erythroblast/ERB_18455.jpg,EBO
73,PBC_dataset_normal_DIB/monocyte/MO_997225.jpg,MON
74,PBC_dataset_normal_DIB/basophil/BA_506702.jpg,BAS
75,PBC_dataset_normal_DIB/eosinophil/EO_416449.jpg,EOS
76,PBC_dataset_normal_DIB/platelet/PLATELET_299368.jpg,PLA
77,PBC_dataset_normal_DIB/ig/MY_438704.jpg,MYC
78,PBC_dataset_normal_DIB/monocyte/MO_770728.jpg,MON
79,PBC_dataset_normal_DIB/neutrophil/BNE_46272.jpg,NGS
80,PBC_dataset_normal_DIB/lymphocyte/LY_707158.jpg,LYT
81,PBC_dataset_normal_DIB/ig/MY_617135.jpg,MYC
82,PBC_dataset_normal_DIB/eosinophil/EO_74387.jpg,EOS
83,PBC_dataset_normal_DIB/ig/MY_614124.jpg,MYC
84,PBC_dataset_normal_DIB/eosinophil/EO_264654.jpg,EOS
85,PBC_dataset_normal_DIB/ig/MY_384984.jpg,MYC
86,PBC_dataset_normal_DIB/platelet/PLATELET_623003.jpg,PLA
87,PBC_dataset_normal_DIB/neutrophil/BNE_227495.jpg,NGS
88,PBC_dataset_normal_DIB/neutrophil/SNE_467255.jpg,NGS
89,PBC_dataset_normal_DIB/ig/MY_19011.jpg,MYC
90,PBC_dataset_normal_DIB/neutrophil/BNE_762565.jpg,NGS
91,PBC_dataset_normal_DIB/platelet/PLATELET_82360.jpg,PLA
92,PBC_dataset_normal_DIB/eosinophil/EO_606687.jpg,EOS
93,PBC_dataset_normal_DIB/eosinophil/EO_512889.jpg,EOS
94,PBC_dataset_normal_DIB/erythroblast/ERB_888525.jpg,EBO
95,PBC_dataset_normal_DIB/neutrophil/BNE_726666.jpg,NGS
96,PBC_dataset_normal_DIB/neutrophil/BNE_148682.jpg,NGS
97,PBC_dataset_normal_DIB/ig/MY_482967.jpg,MYC
98,PBC_dataset_normal_DIB/ig/MY_832292.jpg,MYC
99,PBC_dataset_normal_DIB/monocyte/MO_866623.jpg,MON
100,PBC_dataset_normal_DIB/platelet/PLATELET_725087.jpg,PLA
101,PBC_dataset_normal_DIB/platelet/PLATELET_802271.jpg,PLA
102,PBC_dataset_normal_DIB/eosinophil/EO_155334.jpg,EOS
103,PBC_dataset_normal_DIB/neutrophil/BNE_895939.jpg,NGS
104,PBC_dataset_normal_DIB/ig/PMY_605064.jpg,MYC
105,PBC_dataset_normal_DIB/platelet/PLATELET_670804.jpg,PLA
106,PBC_dataset_normal_DIB/platelet/PLATELET_561879.jpg,PLA
107,PBC_dataset_normal_DIB/eosinophil/EO_861038.jpg,EOS
108,PBC_dataset_normal_DIB/ig/MY_771149.jpg,MYC
109,PBC_dataset_normal_DIB/eosinophil/EO_904970.jpg,EOS
110,PBC_dataset_normal_DIB/ig/MY_438326.jpg,MYC
111,PBC_dataset_normal_DIB/basophil/BA_100102.jpg,BAS
112,PBC_dataset_normal_DIB/eosinophil/EO_727326.jpg,EOS
113,PBC_dataset_normal_DIB/erythroblast/ERB_54340.jpg,EBO
114,PBC_dataset_normal_DIB/neutrophil/BNE_105060.jpg,NGS
115,PBC_dataset_normal_DIB/eosinophil/EO_704164.jpg,EOS
116,PBC_dataset_normal_DIB/monocyte/MO_154383.jpg,MON
117,PBC_dataset_normal_DIB/ig/PMY_578872.jpg,MYC
118,PBC_dataset_normal_DIB/erythroblast/ERB_947925.jpg,EBO
119,PBC_dataset_normal_DIB/platelet/PLATELET_98108.jpg,PLA
120,PBC_dataset_normal_DIB/neutrophil/SNE_375296.jpg,NGS
121,PBC_dataset_normal_DIB/monocyte/MO_530447.jpg,MON
122,PBC_dataset_normal_DIB/eosinophil/EO_569320.jpg,EOS
123,PBC_dataset_normal_DIB/platelet/PLATELET_650341.jpg,PLA
124,PBC_dataset_normal_DIB/platelet/PLATELET_877709.jpg,PLA
125,PBC_dataset_normal_DIB/erythroblast/ERB_453505.jpg,EBO
126,PBC_dataset_normal_DIB/erythroblast/ERB_473329.jpg,EBO
127,PBC_dataset_normal_DIB/erythroblast/ERB_868941.jpg,EBO
128,PBC_dataset_normal_DIB/eosinophil/EO_313229.jpg,EOS
129,PBC_dataset_normal_DIB/monocyte/MO_829157.jpg,MON
130,PBC_dataset_normal_DIB/ig/MY_223749.jpg,MYC
131,PBC_dataset_normal_DIB/lymphocyte/LY_832775.jpg,LYT
132,PBC_dataset_normal_DIB/platelet/PLATELET_664048.jpg,PLA
133,PBC_dataset_normal_DIB/neutrophil/BNE_579086.jpg,NGS
134,PBC_dataset_normal_DIB/platelet/PLATELET_5534.jpg,PLA
135,PBC_dataset_normal_DIB/neutrophil/SNE_280149.jpg,NGS
136,PBC_dataset_normal_DIB/erythroblast/ERB_344388.jpg,EBO
137,PBC_dataset_normal_DIB/neutrophil/BNE_131711.jpg,NGS
138,PBC_dataset_normal_DIB/neutrophil/SNE_823486.jpg,NGS
139,PBC_dataset_normal_DIB/basophil/BA_202924.jpg,BAS
140,PBC_dataset_normal_DIB/neutrophil/BNE_726027.jpg,NGS
141,PBC_dataset_normal_DIB/ig/MY_666010.jpg,MYC
142,PBC_dataset_normal_DIB/neutrophil/BNE_331198.jpg,NGS
143,PBC_dataset_normal_DIB/monocyte/MO_779918.jpg,MON
144,PBC_dataset_normal_DIB/erythroblast/ERB_452425.jpg,EBO
145,PBC_dataset_normal_DIB/erythroblast/ERB_733298.jpg,EBO
146,PBC_dataset_normal_DIB/platelet/PLATELET_740712.jpg,PLA
147,PBC_dataset_normal_DIB/basophil/BA_863951.jpg,BAS
148,PBC_dataset_normal_DIB/platelet/PLATELET_649714.jpg,PLA
149,PBC_dataset_normal_DIB/lymphocyte/LY_839729.jpg,LYT
150,PBC_dataset_normal_DIB/basophil/BA_119131.jpg,BAS
151,PBC_dataset_normal_DIB/ig/PMY_60060.jpg,MYC
152,PBC_dataset_normal_DIB/platelet/PLATELET_680731.jpg,PLA
153,PBC_dataset_normal_DIB/neutrophil/BNE_946015.jpg,NGS
154,PBC_dataset_normal_DIB/ig/MMY_413899.jpg,MYC
155,PBC_dataset_normal_DIB/ig/MMY_345736.jpg,MYC
156,PBC_dataset_normal_DIB/ig/MMY_938408.jpg,MYC
157,PBC_dataset_normal_DIB/platelet/PLATELET_936059.jpg,PLA
158,PBC_dataset_normal_DIB/platelet/PLATELET_30774.jpg,PLA
159,PBC_dataset_normal_DIB/neutrophil/BNE_398566.jpg,NGS
160,PBC_dataset_normal_DIB/ig/MMY_267459.jpg,MYC
161,PBC_dataset_normal_DIB/platelet/PLATELET_43964.jpg,PLA
162,PBC_dataset_normal_DIB/eosinophil/EO_820612.jpg,EOS
163,PBC_dataset_normal_DIB/erythroblast/ERB_994319.jpg,EBO
164,PBC_dataset_normal_DIB/monocyte/MO_207940.jpg,MON
165,PBC_dataset_normal_DIB/ig/PMY_191347.jpg,MYC
166,PBC_dataset_normal_DIB/ig/MY_384910.jpg,MYC
167,PBC_dataset_normal_DIB/neutrophil/SNE_713759.jpg,NGS
168,PBC_dataset_normal_DIB/erythroblast/ERB_406182.jpg,EBO
169,PBC_dataset_normal_DIB/eosinophil/EO_493576.jpg,EOS
170,PBC_dataset_normal_DIB/platelet/PLATELET_901232.jpg,PLA
171,PBC_dataset_normal_DIB/ig/MMY_658445.jpg,MYC
172,PBC_dataset_normal_DIB/lymphocyte/LY_495207.jpg,LYT
173,PBC_dataset_normal_DIB/platelet/PLATELET_551827.jpg,PLA
174,PBC_dataset_normal_DIB/neutrophil/BNE_595137.jpg,NGS
175,PBC_dataset_normal_DIB/erythroblast/ERB_384647.jpg,EBO
176,PBC_dataset_normal_DIB/ig/MMY_885038.jpg,MYC
177,PBC_dataset_normal_DIB/erythroblast/ERB_264808.jpg,EBO
178,PBC_dataset_normal_DIB/lymphocyte/LY_696243.jpg,LYT
179,PBC_dataset_normal_DIB/lymphocyte/LY_506441.jpg,LYT
180,PBC_dataset_normal_DIB/eosinophil/EO_400262.jpg,EOS
181,PBC_dataset_normal_DIB/platelet/PLATELET_804318.jpg,PLA
182,PBC_dataset_normal_DIB/eosinophil/EO_671075.jpg,EOS
183,PBC_dataset_normal_DIB/eosinophil/EO_374244.jpg,EOS
184,PBC_dataset_normal_DIB/neutrophil/BNE_727973.jpg,NGS
185,PBC_dataset_normal_DIB/platelet/PLATELET_942809.jpg,PLA
186,PBC_dataset_normal_DIB/ig/MY_539884.jpg,MYC
187,PBC_dataset_normal_DIB/lymphocyte/LY_559940.jpg,LYT
188,PBC_dataset_normal_DIB/platelet/PLATELET_789722.jpg,PLA
189,PBC_dataset_normal_DIB/monocyte/MO_417623.jpg,MON
190,PBC_dataset_normal_DIB/eosinophil/EO_958160.jpg,EOS
191,PBC_dataset_normal_DIB/ig/MY_812561.jpg,MYC
192,PBC_dataset_normal_DIB/platelet/PLATELET_494297.jpg,PLA
193,PBC_dataset_normal_DIB/ig/MY_498997.jpg,MYC
194,PBC_dataset_normal_DIB/ig/MMY_363545.jpg,MYC
195,PBC_dataset_normal_DIB/neutrophil/BNE_788086.jpg,NGS
196,PBC_dataset_normal_DIB/neutrophil/SNE_548602.jpg,NGS
197,PBC_dataset_normal_DIB/neutrophil/SNE_823772.jpg,NGS
198,PBC_dataset_normal_DIB/platelet/PLATELET_200515.jpg,PLA
199,PBC_dataset_normal_DIB/monocyte/MO_887626.jpg,MON
200,PBC_dataset_normal_DIB/neutrophil/NEUTROPHIL_236240.jpg,NGS
201,PBC_dataset_normal_DIB/eosinophil/EO_255151.jpg,EOS
202,PBC_dataset_normal_DIB/erythroblast/ERB_643312.jpg,EBO
203,PBC_dataset_normal_DIB/neutrophil/BNE_512963.jpg,NGS
204,PBC_dataset_normal_DIB/erythroblast/ERB_42781.jpg,EBO
205,PBC_dataset_normal_DIB/erythroblast/ERB_929405.jpg,EBO
206,PBC_dataset_normal_DIB/basophil/BA_38226.jpg,BAS
207,PBC_dataset_normal_DIB/eosinophil/EO_220816.jpg,EOS
208,PBC_dataset_normal_DIB/erythroblast/ERB_877489.jpg,EBO
209,PBC_dataset_normal_DIB/basophil/BA_360335.jpg,BAS
210,PBC_dataset_normal_DIB/ig/MY_31504.jpg,MYC
211,PBC_dataset_normal_DIB/platelet/PLATELET_176013.jpg,PLA
212,PBC_dataset_normal_DIB/eosinophil/EO_434365.jpg,EOS
213,PBC_dataset_normal_DIB/neutrophil/SNE_19711.jpg,NGS
214,PBC_dataset_normal_DIB/neutrophil/SNE_560191.jpg,NGS
215,PBC_dataset_normal_DIB/neutrophil/SNE_606289.jpg,NGS
216,PBC_dataset_normal_DIB/platelet/PLATELET_19577.jpg,PLA
217,PBC_dataset_normal_DIB/ig/PMY_353345.jpg,MYC
218,PBC_dataset_normal_DIB/ig/PMY_895103.jpg,MYC
219,PBC_dataset_normal_DIB/ig/MY_249139.jpg,MYC
220,PBC_dataset_normal_DIB/eosinophil/EO_28765.jpg,EOS
221,PBC_dataset_normal_DIB/ig/MY_317113.jpg,MYC
222,PBC_dataset_normal_DIB/basophil/BA_178358.jpg,BAS
223,PBC_dataset_normal_DIB/ig/MY_113644.jpg,MYC
224,PBC_dataset_normal_DIB/monocyte/MO_864818.jpg,MON
225,PBC_dataset_normal_DIB/monocyte/MO_845034.jpg,MON
226,PBC_dataset_normal_DIB/neutrophil/BNE_723261.jpg,NGS
227,PBC_dataset_normal_DIB/eosinophil/EO_240691.jpg,EOS
228,PBC_dataset_normal_DIB/monocyte/MO_603091.jpg,MON
229,PBC_dataset_normal_DIB/eosinophil/EO_592257.jpg,EOS
230,PBC_dataset_normal_DIB/monocyte/MO_582430.jpg,MON
231,PBC_dataset_normal_DIB/platelet/PLATELET_914858.jpg,PLA
232,PBC_dataset_normal_DIB/eosinophil/EO_23194.jpg,EOS
233,PBC_dataset_normal_DIB/monocyte/MO_762261.jpg,MON
234,PBC_dataset_normal_DIB/platelet/PLATELET_620917.jpg,PLA
235,PBC_dataset_normal_DIB/erythroblast/ERB_872771.jpg,EBO
236,PBC_dataset_normal_DIB/basophil/BA_462792.jpg,BAS
237,PBC_dataset_normal_DIB/platelet/PLATELET_119701.jpg,PLA
238,PBC_dataset_normal_DIB/platelet/PLATELET_450110.jpg,PLA
239,PBC_dataset_normal_DIB/basophil/BA_288192.jpg,BAS
240,PBC_dataset_normal_DIB/erythroblast/ERB_153470.jpg,EBO
241,PBC_dataset_normal_DIB/neutrophil/BNE_680877.jpg,NGS
242,PBC_dataset_normal_DIB/neutrophil/BNE_481879.jpg,NGS
243,PBC_dataset_normal_DIB/neutrophil/SNE_131610.jpg,NGS
244,PBC_dataset_normal_DIB/neutrophil/SNE_522338.jpg,NGS
245,PBC_dataset_normal_DIB/neutrophil/SNE_685496.jpg,NGS
246,PBC_dataset_normal_DIB/neutrophil/SNE_239560.jpg,NGS
247,PBC_dataset_normal_DIB/eosinophil/EO_224009.jpg,EOS
248,PBC_dataset_normal_DIB/eosinophil/EO_513889.jpg,EOS
249,PBC_dataset_normal_DIB/ig/PMY_800629.jpg,MYC
250,PBC_dataset_normal_DIB/lymphocyte/LY_948851.jpg,LYT
251,PBC_dataset_normal_DIB/neutrophil/BNE_389215.jpg,NGS
252,PBC_dataset_normal_DIB/platelet/PLATELET_964050.jpg,PLA
253,PBC_dataset_normal_DIB/eosinophil/EO_378582.jpg,EOS
254,PBC_dataset_normal_DIB/erythroblast/ERB_354514.jpg,EBO
255,PBC_dataset_normal_DIB/monocyte/MO_960407.jpg,MON
256,PBC_dataset_normal_DIB/lymphocyte/LY_44395.jpg,LYT
257,PBC_dataset_normal_DIB/lymphocyte/LY_18831.jpg,LYT
258,PBC_dataset_normal_DIB/neutrophil/SNE_610750.jpg,NGS
259,PBC_dataset_normal_DIB/neutrophil/SNE_125477.jpg,NGS
260,PBC_dataset_normal_DIB/ig/MMY_862804.jpg,MYC
261,PBC_dataset_normal_DIB/ig/MY_547780.jpg,MYC
262,PBC_dataset_normal_DIB/monocyte/MO_812962.jpg,MON
263,PBC_dataset_normal_DIB/neutrophil/BNE_335860.jpg,NGS
264,PBC_dataset_normal_DIB/neutrophil/BNE_854984.jpg,NGS
265,PBC_dataset_normal_DIB/ig/PMY_363863.jpg,MYC
266,PBC_dataset_normal_DIB/platelet/PLATELET_592225.jpg,PLA
267,PBC_dataset_normal_DIB/platelet/PLATELET_284060.jpg,PLA
268,PBC_dataset_normal_DIB/platelet/PLATELET_265011.jpg,PLA
269,PBC_dataset_normal_DIB/monocyte/MO_231678.jpg,MON
270,PBC_dataset_normal_DIB/eosinophil/EO_277497.jpg,EOS
271,PBC_dataset_normal_DIB/eosinophil/EO_329897.jpg,EOS
272,PBC_dataset_normal_DIB/erythroblast/ERB_948012.jpg,EBO
273,PBC_dataset_normal_DIB/lymphocyte/LY_432777.jpg,LYT
274,PBC_dataset_normal_DIB/ig/MY_18763.jpg,MYC
275,PBC_dataset_normal_DIB/lymphocyte/LY_792776.jpg,LYT
276,PBC_dataset_normal_DIB/basophil/BA_478314.jpg,BAS
277,PBC_dataset_normal_DIB/neutrophil/NEUTROPHIL_910228.jpg,NGS
278,PBC_dataset_normal_DIB/neutrophil/BNE_141953.jpg,NGS
279,PBC_dataset_normal_DIB/ig/MMY_833392.jpg,MYC
280,PBC_dataset_normal_DIB/platelet/PLATELET_551746.jpg,PLA
281,PBC_dataset_normal_DIB/erythroblast/ERB_372346.jpg,EBO
282,PBC_dataset_normal_DIB/platelet/PLATELET_305301.jpg,PLA
283,PBC_dataset_normal_DIB/basophil/BA_387655.jpg,BAS
284,PBC_dataset_normal_DIB/platelet/PLATELET_392709.jpg,PLA
285,PBC_dataset_normal_DIB/platelet/PLATELET_317851.jpg,PLA
286,PBC_dataset_normal_DIB/basophil/BA_447990.jpg,BAS
287,PBC_dataset_normal_DIB/monocyte/MO_627229.jpg,MON
288,PBC_dataset_normal_DIB/eosinophil/EO_331982.jpg,EOS
289,PBC_dataset_normal_DIB/erythroblast/ERB_318919.jpg,EBO
290,PBC_dataset_normal_DIB/eosinophil/EO_438563.jpg,EOS
291,PBC_dataset_normal_DIB/eosinophil/EO_553112.jpg,EOS
292,PBC_dataset_normal_DIB/ig/MY_204968.jpg,MYC
293,PBC_dataset_normal_DIB/lymphocyte/LY_83666.jpg,LYT
294,PBC_dataset_normal_DIB/erythroblast/ERB_221964.jpg,EBO
295,PBC_dataset_normal_DIB/lymphocyte/LY_164687.jpg,LYT
296,PBC_dataset_normal_DIB/neutrophil/BNE_357822.jpg,NGS
297,PBC_dataset_normal_DIB/eosinophil/EO_86752.jpg,EOS
298,PBC_dataset_normal_DIB/ig/MMY_650933.jpg,MYC
299,PBC_dataset_normal_DIB/monocyte/MO_36319.jpg,MON
300,PBC_dataset_normal_DIB/ig/PMY_841428.jpg,MYC
301,PBC_dataset_normal_DIB/monocyte/MO_503237.jpg,MON
302,PBC_dataset_normal_DIB/ig/MMY_971359.jpg,MYC
303,PBC_dataset_normal_DIB/erythroblast/ERB_324760.jpg,EBO
304,PBC_dataset_normal_DIB/erythroblast/ERB_598629.jpg,EBO
305,PBC_dataset_normal_DIB/neutrophil/SNE_884424.jpg,NGS
306,PBC_dataset_normal_DIB/ig/MMY_17227.jpg,MYC
307,PBC_dataset_normal_DIB/neutrophil/SNE_505047.jpg,NGS
308,PBC_dataset_normal_DIB/eosinophil/EO_520526.jpg,EOS
309,PBC_dataset_normal_DIB/ig/MMY_423889.jpg,MYC
310,PBC_dataset_normal_DIB/ig/MY_773503.jpg,MYC
311,PBC_dataset_normal_DIB/ig/MMY_308024.jpg,MYC
312,PBC_dataset_normal_DIB/eosinophil/EO_201647.jpg,EOS
313,PBC_dataset_normal_DIB/eosinophil/EO_984123.jpg,EOS
314,PBC_dataset_normal_DIB/basophil/BA_691117.jpg,BAS
315,PBC_dataset_normal_DIB/eosinophil/EO_765640.jpg,EOS
316,PBC_dataset_normal_DIB/lymphocyte/LY_901764.jpg,LYT
317,PBC_dataset_normal_DIB/eosinophil/EO_371208.jpg,EOS
318,PBC_dataset_normal_DIB/monocyte/MO_563214.jpg,MON
319,PBC_dataset_normal_DIB/monocyte/MO_278768.jpg,MON
320,PBC_dataset_normal_DIB/basophil/BA_664643.jpg,BAS
321,PBC_dataset_normal_DIB/erythroblast/ERB_168152.jpg,EBO
322,PBC_dataset_normal_DIB/neutrophil/BNE_595203.jpg,NGS
323,PBC_dataset_normal_DIB/eosinophil/EO_859909.jpg,EOS
324,PBC_dataset_normal_DIB/neutrophil/BNE_664457.jpg,NGS
325,PBC_dataset_normal_DIB/ig/PMY_327868.jpg,MYC
326,PBC_dataset_normal_DIB/platelet/PLATELET_821182.jpg,PLA
327,PBC_dataset_normal_DIB/eosinophil/EO_188943.jpg,EOS
328,PBC_dataset_normal_DIB/lymphocyte/LY_34670.jpg,LYT
329,PBC_dataset_normal_DIB/monocyte/MO_674127.jpg,MON
330,PBC_dataset_normal_DIB/eosinophil/EO_318637.jpg,EOS
331,PBC_dataset_normal_DIB/neutrophil/BNE_271302.jpg,NGS
332,PBC_dataset_normal_DIB/neutrophil/BNE_747852.jpg,NGS
333,PBC_dataset_normal_DIB/lymphocyte/LY_322720.jpg,LYT
334,PBC_dataset_normal_DIB/erythroblast/ERB_772930.jpg,EBO
335,PBC_dataset_normal_DIB/ig/PMY_467629.jpg,MYC
336,PBC_dataset_normal_DIB/ig/MY_957573.jpg,MYC
337,PBC_dataset_normal_DIB/platelet/PLATELET_711628.jpg,PLA
338,PBC_dataset_normal_DIB/eosinophil/EO_379753.jpg,EOS
339,PBC_dataset_normal_DIB/neutrophil/SNE_927649.jpg,NGS
340,PBC_dataset_normal_DIB/basophil/BA_567293.jpg,BAS
341,PBC_dataset_normal_DIB/monocyte/MO_799116.jpg,MON
342,PBC_dataset_normal_DIB/basophil/BA_759768.jpg,BAS
343,PBC_dataset_normal_DIB/neutrophil/BNE_343542.jpg,NGS
344,PBC_dataset_normal_DIB/platelet/PLATELET_116273.jpg,PLA
345,PBC_dataset_normal_DIB/neutrophil/SNE_350176.jpg,NGS
346,PBC_dataset_normal_DIB/erythroblast/ERB_829453.jpg,EBO
347,PBC_dataset_normal_DIB/neutrophil/BNE_445224.jpg,NGS
348,PBC_dataset_normal_DIB/neutrophil/BNE_468833.jpg,NGS
349,PBC_dataset_normal_DIB/platelet/PLATELET_252532.jpg,PLA
350,PBC_dataset_normal_DIB/neutrophil/BNE_414406.jpg,NGS
351,PBC_dataset_normal_DIB/neutrophil/BNE_184660.jpg,NGS
352,PBC_dataset_normal_DIB/neutrophil/BNE_489220.jpg,NGS
353,PBC_dataset_normal_DIB/eosinophil/EO_18395.jpg,EOS
354,PBC_dataset_normal_DIB/eosinophil/EO_303550.jpg,EOS
355,PBC_dataset_normal_DIB/eosinophil/EO_160566.jpg,EOS
356,PBC_dataset_normal_DIB/platelet/PLATELET_420396.jpg,PLA
357,PBC_dataset_normal_DIB/lymphocyte/LY_951374.jpg,LYT
358,PBC_dataset_normal_DIB/eosinophil/EO_412268.jpg,EOS
359,PBC_dataset_normal_DIB/erythroblast/ERB_592966.jpg,EBO
360,PBC_dataset_normal_DIB/basophil/BA_413080.jpg,BAS
361,PBC_dataset_normal_DIB/monocyte/MO_302654.jpg,MON
362,PBC_dataset_normal_DIB/neutrophil/BNE_491493.jpg,NGS
363,PBC_dataset_normal_DIB/lymphocyte/LY_668316.jpg,LYT
364,PBC_dataset_normal_DIB/monocyte/MO_28078.jpg,MON
365,PBC_dataset_normal_DIB/erythroblast/ERB_728091.jpg,EBO
366,PBC_dataset_normal_DIB/ig/MY_454723.jpg,MYC
367,PBC_dataset_normal_DIB/platelet/PLATELET_510782.jpg,PLA
368,PBC_dataset_normal_DIB/erythroblast/ERB_950148.jpg,EBO
369,PBC_dataset_normal_DIB/neutrophil/BNE_960532.jpg,NGS
370,PBC_dataset_normal_DIB/eosinophil/EO_79296.jpg,EOS
371,PBC_dataset_normal_DIB/erythroblast/ERB_185950.jpg,EBO
372,PBC_dataset_normal_DIB/ig/MMY_347827.jpg,MYC
373,PBC_dataset_normal_DIB/neutrophil/SNE_516734.jpg,NGS
374,PBC_dataset_normal_DIB/neutrophil/BNE_686136.jpg,NGS
375,PBC_dataset_normal_DIB/neutrophil/SNE_564272.jpg,NGS
376,PBC_dataset_normal_DIB/monocyte/MO_650709.jpg,MON
377,PBC_dataset_normal_DIB/ig/MY_842106.jpg,MYC
378,PBC_dataset_normal_DIB/ig/MY_977916.jpg,MYC
